activity_id,deal_id,rep_name,activity_type,activity_date,duration_min,outcome
ACT-002620,DL-10243,Diana Patel,Meeting,2024-08-08,15,Positive
ACT-002621,DL-10243,Diana Patel,Follow-up,2024-10-12,60,Neutral
ACT-002622,DL-10244,Ethan Park,Call,2024-01-29,60,Positive
ACT-002623,DL-10244,Ethan Park,Email,2023-12-04,60,Positive
ACT-002624,DL-10244,Ethan Park,Demo,2024-01-11,30,Negative
ACT-002625,DL-10244,Ethan Park,Email,2023-10-13,90,Positive
ACT-002626,DL-10244,Ethan Park,Follow-up,2024-02-02,60,Neutral
ACT-002627,DL-10244,Ethan Park,Call,2023-11-18,15,Positive
ACT-002628,DL-10244,Ethan Park,Call,2024-02-01,30,Positive
ACT-002629,DL-10244,Ethan Park,Call,2023-10-31,30,Positive
ACT-002630,DL-10244,Ethan Park,Demo,2023-11-16,30,Positive
ACT-002631,DL-10245,Fiona Walsh,Meeting,2023-10-23,15,Neutral
ACT-002632,DL-10245,Fiona Walsh,Demo,2023-08-02,30,Positive
ACT-002633,DL-10246,George Kim,Email,2023-04-25,60,Neutral
ACT-002634,DL-10246,George Kim,Email,2023-02-19,15,Positive
ACT-002635,DL-10247,Hannah Brooks,Call,2024-06-18,60,Positive
ACT-002636,DL-10247,Hannah Brooks,Email,2024-07-01,45,Positive
ACT-002637,DL-10247,Hannah Brooks,Proposal Sent,2024-04-02,45,Positive
ACT-002638,DL-10247,Hannah Brooks,Proposal Sent,2024-06-23,60,Neutral
ACT-002639,DL-10247,Hannah Brooks,Meeting,2024-05-12,30,Positive
ACT-002640,DL-10247,Hannah Brooks,Proposal Sent,2024-06-30,45,Positive
ACT-002641,DL-10247,Hannah Brooks,Call,2024-04-14,45,Positive
ACT-002642,DL-10247,Hannah Brooks,Proposal Sent,2024-05-23,60,Neutral
ACT-002643,DL-10247,Hannah Brooks,Follow-up,2024-05-13,60,Neutral
ACT-002644,DL-10247,Hannah Brooks,Follow-up,2024-06-30,30,Negative
ACT-002645,DL-10247,Hannah Brooks,Proposal Sent,2024-06-03,45,Negative
ACT-002646,DL-10247,Hannah Brooks,Email,2024-04-29,15,Negative
ACT-002647,DL-10247,Hannah Brooks,Meeting,2024-04-08,30,Negative
ACT-002648,DL-10247,Hannah Brooks,Proposal Sent,2024-07-02,30,Positive
ACT-002649,DL-10247,Hannah Brooks,Email,2024-06-07,60,Neutral
ACT-002650,DL-10247,Hannah Brooks,Call,2024-05-09,45,Positive
ACT-002651,DL-10248,Alice Morgan,Proposal Sent,2023-12-12,45,Positive
ACT-002652,DL-10248,Alice Morgan,Meeting,2023-11-14,30,Positive
ACT-002653,DL-10248,Alice Morgan,Demo,2023-11-01,45,Positive
ACT-002654,DL-10248,Alice Morgan,Meeting,2023-12-15,15,Neutral
ACT-002655,DL-10248,Alice Morgan,Meeting,2023-12-26,45,Positive
ACT-002656,DL-10248,Alice Morgan,Follow-up,2024-01-14,45,Neutral
ACT-002657,DL-10248,Alice Morgan,Proposal Sent,2024-01-20,60,Positive
ACT-002658,DL-10248,Alice Morgan,Demo,2023-12-26,30,Negative
ACT-002659,DL-10248,Alice Morgan,Meeting,2023-11-18,60,Negative
ACT-002660,DL-10248,Alice Morgan,Email,2024-01-11,30,Positive
ACT-002661,DL-10248,Alice Morgan,Demo,2024-01-01,90,Neutral
ACT-002662,DL-10248,Alice Morgan,Proposal Sent,2023-11-02,30,Neutral
ACT-002663,DL-10248,Alice Morgan,Call,2023-11-27,30,Positive
ACT-002664,DL-10248,Alice Morgan,Meeting,2024-01-16,15,Neutral
ACT-002665,DL-10248,Alice Morgan,Follow-up,2024-02-10,45,Negative
ACT-002666,DL-10248,Alice Morgan,Email,2023-11-07,30,Neutral
ACT-002667,DL-10248,Alice Morgan,Email,2023-12-19,45,Positive
ACT-002668,DL-10248,Alice Morgan,Meeting,2023-10-30,30,Positive
ACT-002669,DL-10248,Alice Morgan,Demo,2023-12-30,60,Positive
ACT-002670,DL-10248,Alice Morgan,Demo,2024-02-05,45,Positive
ACT-002671,DL-10248,Alice Morgan,Follow-up,2023-12-20,60,Negative
ACT-002672,DL-10248,Alice Morgan,Meeting,2024-01-07,30,Neutral
ACT-002673,DL-10248,Alice Morgan,Meeting,2023-11-26,15,Positive
ACT-002674,DL-10248,Alice Morgan,Meeting,2023-12-06,15,Neutral
ACT-002675,DL-10248,Alice Morgan,Proposal Sent,2023-11-29,30,Negative
ACT-002676,DL-10248,Alice Morgan,Email,2023-11-06,60,Neutral
ACT-002677,DL-10249,Brian Chen,Call,2023-03-07,30,Neutral
ACT-002678,DL-10249,Brian Chen,Follow-up,2023-03-06,90,Neutral
ACT-002679,DL-10249,Brian Chen,Follow-up,2023-02-14,60,Neutral
ACT-002680,DL-10249,Brian Chen,Proposal Sent,2023-03-02,60,Neutral
ACT-002681,DL-10249,Brian Chen,Demo,2023-02-03,30,Negative
ACT-002682,DL-10250,Carlos Rivera,Meeting,2022-09-26,90,Positive
ACT-002683,DL-10250,Carlos Rivera,Meeting,2022-09-25,60,Neutral
ACT-002684,DL-10250,Carlos Rivera,Call,2022-11-13,60,Positive
ACT-002685,DL-10250,Carlos Rivera,Call,2022-10-24,60,Positive
ACT-002686,DL-10250,Carlos Rivera,Meeting,2022-12-11,45,Positive
ACT-002687,DL-10250,Carlos Rivera,Call,2022-10-13,30,Positive
ACT-002688,DL-10250,Carlos Rivera,Meeting,2022-08-18,45,Positive
ACT-002689,DL-10250,Carlos Rivera,Call,2022-10-29,60,Negative
ACT-002690,DL-10250,Carlos Rivera,Demo,2022-10-12,15,Neutral
ACT-002691,DL-10250,Carlos Rivera,Call,2022-10-10,90,Negative
ACT-002692,DL-10250,Carlos Rivera,Follow-up,2022-10-01,15,Positive
ACT-002693,DL-10251,Diana Patel,Email,2024-02-04,30,Neutral
ACT-002694,DL-10251,Diana Patel,Proposal Sent,2024-01-11,60,Neutral
ACT-002695,DL-10251,Diana Patel,Proposal Sent,2023-12-30,30,Positive
ACT-002696,DL-10251,Diana Patel,Follow-up,2024-02-16,45,Neutral
ACT-002697,DL-10251,Diana Patel,Follow-up,2024-01-03,30,Negative
ACT-002698,DL-10251,Diana Patel,Email,2023-12-26,60,Positive
ACT-002699,DL-10251,Diana Patel,Follow-up,2024-03-04,60,Positive
ACT-002700,DL-10252,Ethan Park,Email,2022-12-30,15,Positive
ACT-002701,DL-10252,Ethan Park,Proposal Sent,2023-02-22,45,Neutral
ACT-002702,DL-10252,Ethan Park,Follow-up,2023-03-27,60,Positive
ACT-002703,DL-10252,Ethan Park,Email,2023-03-01,90,Neutral
ACT-002704,DL-10252,Ethan Park,Email,2023-01-22,15,Negative
ACT-002705,DL-10252,Ethan Park,Proposal Sent,2023-03-23,60,Neutral
ACT-002706,DL-10253,Fiona Walsh,Proposal Sent,2024-04-11,60,Neutral
ACT-002707,DL-10253,Fiona Walsh,Proposal Sent,2024-03-03,30,Neutral
ACT-002708,DL-10253,Fiona Walsh,Demo,2024-04-02,30,Positive
ACT-002709,DL-10254,George Kim,Meeting,2024-01-18,45,Negative
ACT-002710,DL-10254,George Kim,Follow-up,2024-01-16,30,Positive
ACT-002711,DL-10254,George Kim,Demo,2023-12-14,90,Negative
ACT-002712,DL-10254,George Kim,Follow-up,2023-11-11,90,Positive
ACT-002713,DL-10254,George Kim,Meeting,2024-02-11,30,Neutral
ACT-002714,DL-10254,George Kim,Proposal Sent,2024-01-24,45,Neutral
ACT-002715,DL-10254,George Kim,Call,2023-11-10,30,Positive
ACT-002716,DL-10254,George Kim,Meeting,2024-02-08,60,Neutral
ACT-002717,DL-10254,George Kim,Email,2023-11-29,15,Positive
ACT-002718,DL-10255,Hannah Brooks,Email,2022-07-01,45,Neutral
ACT-002719,DL-10255,Hannah Brooks,Email,2022-05-20,30,Neutral
ACT-002720,DL-10255,Hannah Brooks,Meeting,2022-06-27,30,Positive
ACT-002721,DL-10255,Hannah Brooks,Email,2022-05-29,60,Neutral
ACT-002722,DL-10255,Hannah Brooks,Proposal Sent,2022-06-10,45,Neutral
ACT-002723,DL-10255,Hannah Brooks,Meeting,2022-07-21,45,Neutral
ACT-002724,DL-10255,Hannah Brooks,Meeting,2022-06-25,15,Neutral
ACT-002725,DL-10255,Hannah Brooks,Meeting,2022-07-14,30,Positive
ACT-002726,DL-10256,Alice Morgan,Email,2023-05-07,15,Positive
ACT-002727,DL-10256,Alice Morgan,Follow-up,2023-04-18,60,Negative
ACT-002728,DL-10256,Alice Morgan,Proposal Sent,2023-05-16,45,Positive
ACT-002729,DL-10257,Brian Chen,Follow-up,2023-05-08,15,Neutral
ACT-002730,DL-10257,Brian Chen,Meeting,2023-03-19,30,Positive
ACT-002731,DL-10257,Brian Chen,Demo,2023-02-02,15,Neutral
ACT-002732,DL-10257,Brian Chen,Proposal Sent,2023-02-04,90,Negative
ACT-002733,DL-10257,Brian Chen,Proposal Sent,2023-04-25,30,Neutral
ACT-002734,DL-10257,Brian Chen,Follow-up,2023-03-12,30,Neutral
ACT-002735,DL-10257,Brian Chen,Follow-up,2023-02-14,30,Neutral
ACT-002736,DL-10257,Brian Chen,Proposal Sent,2023-05-11,30,Positive
ACT-002737,DL-10257,Brian Chen,Follow-up,2023-02-09,60,Neutral
ACT-002738,DL-10257,Brian Chen,Demo,2023-02-08,15,Positive
ACT-002739,DL-10257,Brian Chen,Proposal Sent,2023-04-18,30,Negative
ACT-002740,DL-10258,Carlos Rivera,Email,2023-07-16,30,Neutral
ACT-002741,DL-10258,Carlos Rivera,Call,2023-06-23,60,Positive
ACT-002742,DL-10258,Carlos Rivera,Demo,2023-05-01,30,Neutral
ACT-002743,DL-10258,Carlos Rivera,Proposal Sent,2023-07-30,30,Positive
ACT-002744,DL-10258,Carlos Rivera,Email,2023-08-03,60,Negative
ACT-002745,DL-10258,Carlos Rivera,Demo,2023-06-25,30,Negative
ACT-002746,DL-10258,Carlos Rivera,Email,2023-07-20,15,Positive
ACT-002747,DL-10258,Carlos Rivera,Meeting,2023-06-08,15,Positive
ACT-002748,DL-10258,Carlos Rivera,Demo,2023-05-04,15,Positive
ACT-002749,DL-10258,Carlos Rivera,Proposal Sent,2023-06-06,15,Neutral
ACT-002750,DL-10258,Carlos Rivera,Meeting,2023-07-03,45,Positive
ACT-002751,DL-10258,Carlos Rivera,Demo,2023-07-19,30,Neutral
ACT-002752,DL-10259,Diana Patel,Call,2023-04-14,30,Neutral
ACT-002753,DL-10259,Diana Patel,Demo,2023-02-28,60,Positive
ACT-002754,DL-10259,Diana Patel,Proposal Sent,2023-02-24,60,Negative
ACT-002755,DL-10259,Diana Patel,Follow-up,2023-02-06,60,Neutral
ACT-002756,DL-10259,Diana Patel,Follow-up,2023-02-05,45,Positive
ACT-002757,DL-10259,Diana Patel,Call,2023-02-23,60,Positive
ACT-002758,DL-10260,Ethan Park,Demo,2024-07-30,60,Neutral
ACT-002759,DL-10260,Ethan Park,Meeting,2024-08-07,60,Neutral
ACT-002760,DL-10260,Ethan Park,Meeting,2024-08-05,45,Positive
ACT-002761,DL-10260,Ethan Park,Meeting,2024-08-29,90,Neutral
ACT-002762,DL-10260,Ethan Park,Follow-up,2024-07-11,15,Negative
ACT-002763,DL-10260,Ethan Park,Meeting,2024-06-19,30,Positive
ACT-002764,DL-10260,Ethan Park,Demo,2024-06-20,45,Neutral
ACT-002765,DL-10260,Ethan Park,Email,2024-08-13,60,Neutral
ACT-002766,DL-10260,Ethan Park,Proposal Sent,2024-07-12,45,Negative
ACT-002767,DL-10260,Ethan Park,Proposal Sent,2024-06-13,90,Negative
ACT-002768,DL-10260,Ethan Park,Follow-up,2024-07-03,15,Neutral
ACT-002769,DL-10260,Ethan Park,Email,2024-07-26,30,Neutral
ACT-002770,DL-10260,Ethan Park,Demo,2024-05-07,60,Positive
ACT-002771,DL-10260,Ethan Park,Email,2024-06-21,60,Positive
ACT-002772,DL-10260,Ethan Park,Call,2024-07-05,30,Negative
ACT-002773,DL-10260,Ethan Park,Proposal Sent,2024-07-09,30,Negative
ACT-002774,DL-10260,Ethan Park,Proposal Sent,2024-07-22,15,Negative
ACT-002775,DL-10260,Ethan Park,Call,2024-05-19,60,Positive
ACT-002776,DL-10260,Ethan Park,Demo,2024-08-28,30,Positive
ACT-002777,DL-10260,Ethan Park,Proposal Sent,2024-06-29,60,Negative
ACT-002778,DL-10260,Ethan Park,Proposal Sent,2024-08-24,30,Positive
ACT-002779,DL-10260,Ethan Park,Follow-up,2024-07-13,30,Positive
ACT-002780,DL-10260,Ethan Park,Demo,2024-08-16,90,Positive
ACT-002781,DL-10260,Ethan Park,Demo,2024-08-09,90,Neutral
ACT-002782,DL-10260,Ethan Park,Meeting,2024-07-23,30,Positive
ACT-002783,DL-10261,Fiona Walsh,Email,2022-03-07,60,Positive
ACT-002784,DL-10261,Fiona Walsh,Proposal Sent,2022-06-07,90,Positive
ACT-002785,DL-10261,Fiona Walsh,Proposal Sent,2022-05-02,60,Neutral
ACT-002786,DL-10262,George Kim,Call,2022-09-11,45,Positive
ACT-002787,DL-10262,George Kim,Demo,2022-09-16,60,Positive
ACT-002788,DL-10262,George Kim,Meeting,2022-08-26,15,Negative
ACT-002789,DL-10262,George Kim,Proposal Sent,2022-08-12,30,Positive
ACT-002790,DL-10263,Hannah Brooks,Meeting,2022-08-13,30,Negative
ACT-002791,DL-10263,Hannah Brooks,Meeting,2022-09-05,60,Positive
ACT-002792,DL-10263,Hannah Brooks,Call,2022-08-27,30,Negative
ACT-002793,DL-10263,Hannah Brooks,Proposal Sent,2022-08-26,15,Positive
ACT-002794,DL-10263,Hannah Brooks,Demo,2022-09-12,60,Neutral
ACT-002795,DL-10263,Hannah Brooks,Follow-up,2022-09-22,15,Positive
ACT-002796,DL-10263,Hannah Brooks,Proposal Sent,2022-07-25,30,Neutral
ACT-002797,DL-10263,Hannah Brooks,Meeting,2022-07-11,60,Positive
ACT-002798,DL-10263,Hannah Brooks,Email,2022-10-24,60,Positive
ACT-002799,DL-10263,Hannah Brooks,Call,2022-07-28,30,Positive
ACT-002800,DL-10263,Hannah Brooks,Follow-up,2022-08-03,45,Positive
ACT-002801,DL-10263,Hannah Brooks,Email,2022-07-30,15,Neutral
ACT-002802,DL-10263,Hannah Brooks,Call,2022-09-25,60,Positive
ACT-002803,DL-10263,Hannah Brooks,Demo,2022-09-19,45,Positive
ACT-002804,DL-10263,Hannah Brooks,Meeting,2022-07-18,30,Neutral
ACT-002805,DL-10263,Hannah Brooks,Proposal Sent,2022-08-15,45,Neutral
ACT-002806,DL-10263,Hannah Brooks,Demo,2022-09-20,60,Neutral
ACT-002807,DL-10263,Hannah Brooks,Email,2022-07-24,30,Negative
ACT-002808,DL-10263,Hannah Brooks,Email,2022-07-23,45,Positive
ACT-002809,DL-10263,Hannah Brooks,Proposal Sent,2022-07-19,60,Positive
ACT-002810,DL-10263,Hannah Brooks,Follow-up,2022-10-09,30,Neutral
ACT-002811,DL-10263,Hannah Brooks,Call,2022-09-16,60,Positive
ACT-002812,DL-10263,Hannah Brooks,Follow-up,2022-08-13,30,Neutral
ACT-002813,DL-10263,Hannah Brooks,Meeting,2022-10-18,30,Positive
ACT-002814,DL-10263,Hannah Brooks,Demo,2022-10-02,60,Positive
ACT-002815,DL-10263,Hannah Brooks,Email,2022-08-14,90,Neutral
ACT-002816,DL-10264,Alice Morgan,Follow-up,2022-10-10,30,Neutral
ACT-002817,DL-10264,Alice Morgan,Email,2022-08-14,45,Positive
ACT-002818,DL-10264,Alice Morgan,Call,2022-08-02,30,Positive
ACT-002819,DL-10265,Brian Chen,Proposal Sent,2022-04-24,60,Positive
ACT-002820,DL-10265,Brian Chen,Meeting,2022-03-25,30,Positive
ACT-002821,DL-10265,Brian Chen,Meeting,2022-04-15,15,Positive
ACT-002822,DL-10265,Brian Chen,Follow-up,2022-01-19,45,Positive
ACT-002823,DL-10265,Brian Chen,Demo,2022-04-02,90,Neutral
ACT-002824,DL-10265,Brian Chen,Meeting,2022-04-08,90,Neutral
ACT-002825,DL-10265,Brian Chen,Email,2022-01-30,15,Positive
ACT-002826,DL-10265,Brian Chen,Demo,2022-03-02,30,Neutral
ACT-002827,DL-10265,Brian Chen,Follow-up,2022-01-28,60,Neutral
ACT-002828,DL-10265,Brian Chen,Email,2022-03-02,60,Positive
ACT-002829,DL-10265,Brian Chen,Call,2022-01-08,60,Neutral
ACT-002830,DL-10265,Brian Chen,Meeting,2022-01-28,30,Positive
ACT-002831,DL-10265,Brian Chen,Meeting,2022-03-11,45,Positive
ACT-002832,DL-10266,Carlos Rivera,Proposal Sent,2022-09-08,15,Positive
ACT-002833,DL-10266,Carlos Rivera,Proposal Sent,2022-08-31,45,Negative
ACT-002834,DL-10266,Carlos Rivera,Meeting,2022-10-29,60,Positive
ACT-002835,DL-10266,Carlos Rivera,Email,2022-09-01,90,Neutral
ACT-002836,DL-10266,Carlos Rivera,Meeting,2022-09-11,60,Negative
ACT-002837,DL-10266,Carlos Rivera,Meeting,2022-09-09,30,Neutral
ACT-002838,DL-10266,Carlos Rivera,Demo,2022-08-08,60,Positive
ACT-002839,DL-10267,Diana Patel,Proposal Sent,2023-09-06,30,Neutral
ACT-002840,DL-10267,Diana Patel,Email,2023-08-09,45,Positive
ACT-002841,DL-10267,Diana Patel,Demo,2023-09-04,30,Neutral
ACT-002842,DL-10267,Diana Patel,Demo,2023-07-13,15,Neutral
ACT-002843,DL-10267,Diana Patel,Demo,2023-10-09,30,Positive
ACT-002844,DL-10267,Diana Patel,Email,2023-09-09,30,Neutral
ACT-002845,DL-10267,Diana Patel,Email,2023-07-16,30,Positive
ACT-002846,DL-10267,Diana Patel,Demo,2023-06-24,90,Neutral
ACT-002847,DL-10267,Diana Patel,Meeting,2023-07-17,45,Negative
ACT-002848,DL-10267,Diana Patel,Follow-up,2023-08-15,60,Neutral
ACT-002849,DL-10267,Diana Patel,Demo,2023-06-19,60,Neutral
ACT-002850,DL-10267,Diana Patel,Email,2023-06-19,45,Positive
ACT-002851,DL-10268,Ethan Park,Follow-up,2023-12-04,30,Negative
ACT-002852,DL-10268,Ethan Park,Proposal Sent,2024-01-28,30,Negative
ACT-002853,DL-10268,Ethan Park,Follow-up,2023-11-18,30,Neutral
ACT-002854,DL-10268,Ethan Park,Meeting,2023-10-31,15,Positive
ACT-002855,DL-10268,Ethan Park,Call,2023-10-30,45,Positive
ACT-002856,DL-10268,Ethan Park,Proposal Sent,2023-11-15,60,Positive
ACT-002857,DL-10268,Ethan Park,Call,2024-01-08,60,Positive
ACT-002858,DL-10268,Ethan Park,Meeting,2023-12-05,15,Positive
ACT-002859,DL-10268,Ethan Park,Meeting,2024-01-06,30,Negative
ACT-002860,DL-10269,Fiona Walsh,Meeting,2023-09-16,30,Positive
ACT-002861,DL-10269,Fiona Walsh,Meeting,2023-11-03,90,Positive
ACT-002862,DL-10269,Fiona Walsh,Follow-up,2023-11-21,30,Positive
ACT-002863,DL-10270,George Kim,Email,2024-04-09,60,Neutral
ACT-002864,DL-10270,George Kim,Demo,2024-02-03,30,Positive
ACT-002865,DL-10270,George Kim,Meeting,2024-03-01,30,Neutral
ACT-002866,DL-10270,George Kim,Follow-up,2024-01-30,30,Neutral
ACT-002867,DL-10271,Hannah Brooks,Proposal Sent,2022-11-16,45,Neutral
ACT-002868,DL-10271,Hannah Brooks,Call,2023-01-29,15,Neutral
ACT-002869,DL-10271,Hannah Brooks,Meeting,2022-12-21,30,Neutral
ACT-002870,DL-10271,Hannah Brooks,Email,2022-11-22,90,Positive
ACT-002871,DL-10271,Hannah Brooks,Follow-up,2023-01-29,45,Negative
ACT-002872,DL-10271,Hannah Brooks,Call,2022-10-31,45,Positive
ACT-002873,DL-10271,Hannah Brooks,Follow-up,2023-01-10,60,Positive
ACT-002874,DL-10271,Hannah Brooks,Meeting,2022-11-16,30,Positive
ACT-002875,DL-10271,Hannah Brooks,Demo,2023-01-07,60,Neutral
ACT-002876,DL-10271,Hannah Brooks,Follow-up,2022-12-12,30,Neutral
ACT-002877,DL-10271,Hannah Brooks,Meeting,2023-01-14,60,Negative
ACT-002878,DL-10271,Hannah Brooks,Email,2022-12-02,60,Negative
ACT-002879,DL-10271,Hannah Brooks,Follow-up,2022-10-23,60,Neutral
ACT-002880,DL-10271,Hannah Brooks,Follow-up,2022-11-24,45,Positive
ACT-002881,DL-10271,Hannah Brooks,Follow-up,2023-01-25,45,Positive
ACT-002882,DL-10271,Hannah Brooks,Meeting,2023-01-21,60,Positive
ACT-002883,DL-10271,Hannah Brooks,Demo,2022-11-15,90,Positive
ACT-002884,DL-10271,Hannah Brooks,Email,2022-12-09,90,Negative
ACT-002885,DL-10271,Hannah Brooks,Demo,2022-11-16,30,Neutral
ACT-002886,DL-10271,Hannah Brooks,Meeting,2022-12-26,90,Neutral
ACT-002887,DL-10271,Hannah Brooks,Email,2023-02-14,45,Positive
ACT-002888,DL-10271,Hannah Brooks,Proposal Sent,2023-02-16,60,Positive
ACT-002889,DL-10271,Hannah Brooks,Email,2022-12-11,30,Positive
ACT-002890,DL-10271,Hannah Brooks,Meeting,2022-12-26,45,Positive
ACT-002891,DL-10271,Hannah Brooks,Proposal Sent,2023-02-10,15,Negative
ACT-002892,DL-10271,Hannah Brooks,Demo,2022-11-06,60,Positive
ACT-002893,DL-10271,Hannah Brooks,Follow-up,2022-11-23,45,Negative
ACT-002894,DL-10272,Alice Morgan,Follow-up,2024-08-29,90,Neutral
ACT-002895,DL-10272,Alice Morgan,Email,2024-07-06,60,Positive
ACT-002896,DL-10272,Alice Morgan,Follow-up,2024-09-03,90,Negative
ACT-002897,DL-10272,Alice Morgan,Meeting,2024-09-28,15,Neutral
ACT-002898,DL-10272,Alice Morgan,Follow-up,2024-08-18,30,Positive
ACT-002899,DL-10272,Alice Morgan,Call,2024-08-21,30,Neutral
ACT-002900,DL-10272,Alice Morgan,Meeting,2024-09-29,15,Negative
ACT-002901,DL-10272,Alice Morgan,Call,2024-09-06,15,Positive
ACT-002902,DL-10272,Alice Morgan,Follow-up,2024-08-09,30,Positive
ACT-002903,DL-10272,Alice Morgan,Meeting,2024-08-02,30,Neutral
ACT-002904,DL-10273,Brian Chen,Demo,2024-04-15,60,Positive
ACT-002905,DL-10273,Brian Chen,Meeting,2024-05-10,90,Positive
ACT-002906,DL-10273,Brian Chen,Call,2024-02-17,90,Neutral
ACT-002907,DL-10273,Brian Chen,Follow-up,2024-04-06,45,Positive
ACT-002908,DL-10273,Brian Chen,Email,2024-05-26,15,Neutral
ACT-002909,DL-10273,Brian Chen,Call,2024-03-25,90,Positive
ACT-002910,DL-10273,Brian Chen,Follow-up,2024-04-01,15,Negative
ACT-002911,DL-10273,Brian Chen,Meeting,2024-03-17,30,Neutral
ACT-002912,DL-10273,Brian Chen,Meeting,2024-05-05,60,Positive
ACT-002913,DL-10273,Brian Chen,Demo,2024-05-23,60,Neutral
ACT-002914,DL-10273,Brian Chen,Demo,2024-06-03,30,Positive
ACT-002915,DL-10274,Carlos Rivera,Email,2023-08-29,30,Positive
ACT-002916,DL-10274,Carlos Rivera,Meeting,2023-07-23,30,Neutral
ACT-002917,DL-10274,Carlos Rivera,Meeting,2023-07-21,45,Positive
ACT-002918,DL-10274,Carlos Rivera,Proposal Sent,2023-09-16,15,Negative
ACT-002919,DL-10274,Carlos Rivera,Meeting,2023-06-29,15,Neutral
ACT-002920,DL-10274,Carlos Rivera,Meeting,2023-10-10,60,Positive
ACT-002921,DL-10274,Carlos Rivera,Proposal Sent,2023-07-27,90,Neutral
ACT-002922,DL-10274,Carlos Rivera,Meeting,2023-10-12,45,Positive
ACT-002923,DL-10274,Carlos Rivera,Email,2023-07-20,90,Negative
ACT-002924,DL-10274,Carlos Rivera,Proposal Sent,2023-09-19,60,Negative
ACT-002925,DL-10274,Carlos Rivera,Follow-up,2023-09-03,60,Positive
ACT-002926,DL-10274,Carlos Rivera,Meeting,2023-08-11,60,Negative
ACT-002927,DL-10274,Carlos Rivera,Call,2023-08-30,60,Neutral
ACT-002928,DL-10274,Carlos Rivera,Follow-up,2023-09-20,30,Positive
ACT-002929,DL-10274,Carlos Rivera,Call,2023-08-05,60,Positive
ACT-002930,DL-10274,Carlos Rivera,Meeting,2023-09-09,15,Positive
ACT-002931,DL-10274,Carlos Rivera,Email,2023-08-06,30,Neutral
ACT-002932,DL-10274,Carlos Rivera,Call,2023-09-11,30,Neutral
ACT-002933,DL-10275,Diana Patel,Email,2023-08-12,45,Positive
ACT-002934,DL-10275,Diana Patel,Call,2023-05-08,30,Positive
ACT-002935,DL-10275,Diana Patel,Meeting,2023-05-24,30,Negative
ACT-002936,DL-10275,Diana Patel,Follow-up,2023-07-10,15,Neutral
ACT-002937,DL-10275,Diana Patel,Proposal Sent,2023-06-13,60,Positive
ACT-002938,DL-10275,Diana Patel,Follow-up,2023-05-08,30,Positive
ACT-002939,DL-10275,Diana Patel,Follow-up,2023-05-14,15,Positive
ACT-002940,DL-10275,Diana Patel,Meeting,2023-07-12,45,Positive
ACT-002941,DL-10275,Diana Patel,Meeting,2023-06-29,60,Positive
ACT-002942,DL-10275,Diana Patel,Follow-up,2023-06-06,30,Positive
ACT-002943,DL-10275,Diana Patel,Call,2023-05-06,30,Negative
ACT-002944,DL-10275,Diana Patel,Proposal Sent,2023-05-14,15,Neutral
ACT-002945,DL-10275,Diana Patel,Demo,2023-05-04,30,Neutral
ACT-002946,DL-10275,Diana Patel,Call,2023-05-04,45,Negative
ACT-002947,DL-10275,Diana Patel,Call,2023-05-10,90,Negative
ACT-002948,DL-10275,Diana Patel,Call,2023-06-16,15,Neutral
ACT-002949,DL-10275,Diana Patel,Proposal Sent,2023-08-18,15,Negative
ACT-002950,DL-10275,Diana Patel,Follow-up,2023-07-01,30,Positive
ACT-002951,DL-10275,Diana Patel,Call,2023-08-20,30,Neutral
ACT-002952,DL-10275,Diana Patel,Email,2023-07-03,45,Negative
ACT-002953,DL-10275,Diana Patel,Demo,2023-06-24,30,Positive
ACT-002954,DL-10275,Diana Patel,Email,2023-06-16,30,Neutral
ACT-002955,DL-10275,Diana Patel,Demo,2023-06-14,45,Positive
ACT-002956,DL-10275,Diana Patel,Proposal Sent,2023-04-28,60,Positive
ACT-002957,DL-10275,Diana Patel,Proposal Sent,2023-08-21,90,Positive
ACT-002958,DL-10275,Diana Patel,Email,2023-07-25,15,Positive
ACT-002959,DL-10276,Ethan Park,Proposal Sent,2024-03-26,45,Positive
ACT-002960,DL-10276,Ethan Park,Proposal Sent,2024-05-06,30,Neutral
ACT-002961,DL-10276,Ethan Park,Meeting,2024-06-19,90,Neutral
ACT-002962,DL-10276,Ethan Park,Call,2024-05-11,30,Neutral
ACT-002963,DL-10276,Ethan Park,Call,2024-03-27,15,Positive
ACT-002964,DL-10276,Ethan Park,Meeting,2024-04-19,60,Positive
ACT-002965,DL-10276,Ethan Park,Demo,2024-04-21,60,Negative
ACT-002966,DL-10276,Ethan Park,Proposal Sent,2024-04-03,30,Positive
ACT-002967,DL-10276,Ethan Park,Follow-up,2024-03-12,45,Negative
ACT-002968,DL-10276,Ethan Park,Call,2024-04-17,30,Positive
ACT-002969,DL-10276,Ethan Park,Call,2024-03-24,60,Neutral
ACT-002970,DL-10276,Ethan Park,Meeting,2024-03-28,45,Positive
ACT-002971,DL-10277,Fiona Walsh,Demo,2022-08-09,15,Positive
ACT-002972,DL-10277,Fiona Walsh,Proposal Sent,2022-10-01,30,Positive
ACT-002973,DL-10277,Fiona Walsh,Follow-up,2022-06-24,90,Neutral
ACT-002974,DL-10277,Fiona Walsh,Follow-up,2022-09-23,60,Neutral
ACT-002975,DL-10277,Fiona Walsh,Demo,2022-07-07,15,Positive
ACT-002976,DL-10277,Fiona Walsh,Call,2022-10-01,60,Positive
